Gene	Cell_Type	Cell_Type2	Source
KDM2A	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
NCOR1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SNX29	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DOK6	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
WDR60	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CUX1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ENOX1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FMN1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRLR	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DMD	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FAM227B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AK9	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CHD2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ZNF826P	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PHF20	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
KAT6B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
WDR13	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
GCNT2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
BCL2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TAPT1-AS1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
WWOX	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PPP1R21	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CCAR1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
KCNJ15	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PLCG2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SMG6	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CACNA1D	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SHROOM4	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PHF14	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRRC2C	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CRADD	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
OPTN	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
EPS8L2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RGL3	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ASTN2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PLEKHA7	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ADD1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TCF25	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRKAG2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ZNF91	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
WIPF1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
KIAA1671	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SAMD5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
UBE4B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AIG1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AC012593.1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ENOSF1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CNTN4	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TMEM232	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SORBS2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TFDP2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ULK4	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FRAS1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ARHGAP26	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CTSH	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ACIN1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FRMD4A	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AC002539.1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
LL22NC03-2H8.5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ARHGAP10	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
IGF2BP2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
NT5C2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RIN2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SMARCC1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
LINC00969	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PAX2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RBM47	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
NUMB	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DLG2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AGPAT3	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SUCLG2-AS1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ITSN1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ATP2A2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRKRIP1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
GHR	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PCSK5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SUCLG1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
MDN1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
MSRA	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ARHGAP42	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
OSBPL1A	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRPF38B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FRMD3	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CCDC64	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PNISR	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
HIP1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SRSF11	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CYTH1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PAQR5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
LMCD1-AS1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
P4HA1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
EMX2OS	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRICKLE2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
LUC7L	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FGD4	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ECHDC2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ITCH	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ZC3H6	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ZHX3	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TANC2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DIP2B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
KIF26B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CFDP1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
NFKBIA	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SEMA4D	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
EIF5B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ASXL1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
BAZ1B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PTPRG	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SRPK2	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ARID4A	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RNF115	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DEPTOR	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
HMGB1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RORA	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CREBBP	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
ZFC3H1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PLEKHA5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
MGEA5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
DPH6	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TRA2B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PPP2R5E	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TBCA	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
USP8	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
AKAP13	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
EGR1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
YTHDC1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
CHD6	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SCAF8	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
XPC	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PRKCE	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PAX8	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
RBM39	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
PDE10A	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
LINC00271	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FOS	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
TNRC6B	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
SPPL3	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
GOLGB1	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
GAS5	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
MET	Proximal Tubule Epithelial Cells - Stress/Inflam	Epithelial	Lake2019
FGA	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FGB	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
AGT	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RP13-143G15.4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SERPINF2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PDZK1IP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SLC34A2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
C1orf186	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SERPINE2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
UNC5CL	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TNFSF10	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PRUNE2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CDH6	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
DOK6	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GBP2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MGST1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GCLC	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SQSTM1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RNF213	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RARRES3	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
APOL6	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LRP2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
AOX1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FTL	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LINC01320	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CXCL14	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SPP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HIST1H2AC	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RP5-887A10.1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PLCH1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SLC22A2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SMIM2-AS1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
UGCG	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SOD2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MT1G	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TINAG	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ODC1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GULP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MIOX	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GATM	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PTPRK	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FNIP2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SYNE2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LPGAT1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HSPD1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SEMA6A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TKT	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CNTN4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RASSF4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SLC27A2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ACMSD	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
IL1R1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ATM	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TXNRD1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HSPA5	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GLRX	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CTSB	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
NRG1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ATP11A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LINC00278	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CRYAB	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LRRK2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RALGAPA2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PARP14	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
NRP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MPP6	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TAF1D	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CFI	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MAST4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ALDH6A1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SERPINA1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CTSL	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FBXL7	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HSP90AA1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RRBP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TGM2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
STAT1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
KRT18	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HINT1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ADAMTS9-AS1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
EPS8	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ZNF462	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ZBTB38	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SNX13	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PNRC1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ABCC4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TFPI	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
NFIA	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
NLGN1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HOOK1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SPTLC3	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SLC13A1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RP11-123O10.4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HLA-E	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
VMP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MSRA	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
C6orf62	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
LAPTM4A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SLC3A1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
NEAT1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SIPA1L1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RPL27	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
VPS13A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FTH1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PEBP1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ASH1L	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TMBIM6	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MAML2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ITGB8	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
MACC1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RPLP0	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CD59	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
TMSB10	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
PTGR1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
ZBTB20	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
GPX3	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SVIL	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
HSP90AB1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RPL18	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CLIC4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FGGY	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CALM1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
KCNIP4	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
DICER1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
SKAP2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
DNAJC1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
FMNL2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
WWTR1	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
RNF19A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CNKSR3	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CLU	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CNDP2	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
CYB5A	Proximal Tubule Epithelial Cells - Fibrinogen+ (S3)	Epithelial	Lake2019
